6d2894b8-27e9-45ce-bfa8-9ca79716517e,Homer,Voden,M,3444.0
8f5256c8-c132-452c-a3c5-5474ed850e5b,Astrix,Coton,M,2177.0
bc0ea7ba-02fd-4cb8-a927-4fb89366d039,Hodge,Avarne,M,3835.0
9964a64e-9d60-4e33-a243-ca9fe9fce29b,Janice,Berriball,M,2271.0
7a3650e0-e6f9-479b-b7a1-bbf67dcb62ab,Janice,Wykey,M,3892.0
99858e74-4974-4bf5-bfa3-95e8554ccc10,Rhodia,Gutsell,M,2299.0
ce3bd6d7-2caf-4aa4-a4ff-5d38da539628,Janice,Sedgman,F,2222.0
b3449ca3-f0c9-45db-a90a-02f35986db3c,Julita,Sworder,F,3472.0
33f4dc80-8ef6-4492-b7af-6213ba572f15,Janice,Avarne,F,3487.0
48767519-0256-4702-91b3-dde04a550d1e,Francklin,Balding,M,3324.0
fec40cd1-628a-4d4a-b7c4-9cd14d84d1c2,Halimeda,Balding,M,3107.0
01897e1f-3467-4a4d-93e5-d5229c3967f5,Rollie,Jagielski,M,3371.0
34d01c29-ec31-4510-a884-c7f3a4dbdc38,Alyda,Harcarse,M,3377.0
65232496-aba1-4abd-865c-110322cd7062,Aigneis,Elderbrant,F,2107.0
96b633cf-0a39-41dd-9ff9-fbf19e43f736,Rhodia,Kippling,F,2512.0
687057e3-1363-427a-a787-553093dc73af,Astrix,Glede,F,3721.0
feed4384-441c-4c77-8674-fa57b7e6fd08,Yves,Grisewood,F,2363.0
b2a52940-0322-491f-a6cb-2ebe20fa45a7,Sukey,Renshall,F,2601.0
d6cf27ac-4d23-4e72-932c-5dc14c5a536d,Franzen,Varley,M,3263.0
d9ce9211-07bf-4278-b77f-24693cfb2eeb,Kelcey,Ratnege,M,2267.0
3397ca69-3dfd-443f-ac3f-6f8bda70c65a,Keri,Berrey,M,2362.0
91035404-2ea5-48e8-a5ff-b45a6795a7b4,Annalise,Beavors,M,3574.0
ca0e0441-1323-4b30-bf34-265f15ba2bc6,Alyda,Hebden,F,2963.0
4313d01a-df74-4a84-a44b-e46633a63c89,Roma,Sedgman,F,2467.0
c816dd0a-5d30-4281-a554-efbb2b0de919,Milka,Berrey,F,2504.0
8c21a646-7329-408a-aa43-c21d4b848a85,Wallace,Kornel,F,2291.0
3688cbd2-4106-4820-8e71-d695d5afc6fe,Tamarah,Josselsohn,F,3856.0
23bf0cf1-7945-4cc2-a91b-54de6d85b8a3,Donn,Urlich,M,3928.0
aee0b10d-1b0a-4bc9-a2d4-7d7a8a431d7b,Julita,Leipnik,M,3442.0
cd847a18-7aca-4af0-8826-5a4de7ad7cba,Amie,Peeke,F,3091.0
f2532195-2e49-441f-a6c8-06714240e6ca,Dreddy,Avarne,M,2054.0
df6da5b6-ef39-4f04-980c-5471653fda6c,Conn,Duffield,M,3356.0
